dept_id,store_id,date,month,event_name_1,year,sales_sum,sell_price_avg
FOODS_2,CA_3,2013-04-02T00:00:00.000Z,4,Pesach End,2013,613,4.062904283945317
FOODS_2,CA_3,2013-05-12T00:00:00.000Z,5,Mother's day,2013,570,4.103615650524922
FOODS_2,CA_2,2013-05-27T00:00:00.000Z,5,MemorialDay,2013,179,3.7137078957611256
FOODS_2,WI_1,2013-06-20T00:00:00.000Z,6,NBAFinalsEnd,2013,238,4.153407645832961
FOODS_2,WI_3,2013-08-08T00:00:00.000Z,8,Eid al-Fitr,2013,370,4.164037273167083
FOODS_2,TX_2,2013-11-11T00:00:00.000Z,11,VeteransDay,2013,376,4.02911315343431
FOODS_2,CA_4,2014-01-01T00:00:00.000Z,1,NewYear,2014,120,4.170468750596046
FOODS_2,WI_3,2015-06-18T00:00:00.000Z,6,Ramadan starts,2015,296,4.251133503931896
FOODS_2,CA_2,2015-09-24T00:00:00.000Z,9,EidAlAdha,2015,312,4.111747313411005
FOODS_2,CA_3,2015-10-12T00:00:00.000Z,10,ColumbusDay,2015,894,4.221691913526468
FOODS_2,CA_4,2015-11-26T00:00:00.000Z,11,Thanksgiving,2015,110,4.224405057671704
FOODS_2,WI_3,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,673,4.218994967751766
FOODS_2,CA_2,2016-05-08T00:00:00.000Z,5,Mother's day,2016,629,4.220904516664581
FOODS_2,TX_3,2016-05-08T00:00:00.000Z,5,Mother's day,2016,421,4.1303768773474285
FOODS_2,TX_2,2011-03-17T00:00:00.000Z,3,StPatricksDay,2011,441,3.5387037045977734
FOODS_2,CA_3,2011-04-24T00:00:00.000Z,4,OrthodoxEaster,2011,526,3.8004147660347725
FOODS_2,CA_4,2011-04-26T00:00:00.000Z,4,Pesach End,2011,211,3.7704901940682354
FOODS_2,WI_2,2011-05-30T00:00:00.000Z,5,MemorialDay,2011,90,3.541071431977408
FOODS_2,TX_1,2011-05-31T00:00:00.000Z,5,NBAFinalsStart,2011,227,3.578451315122368
FOODS_2,WI_2,2011-07-04T00:00:00.000Z,7,IndependenceDay,2011,87,3.5315873093075223
FOODS_2,CA_4,2011-08-31T00:00:00.000Z,8,Eid al-Fitr,2011,240,3.9799999990294466
FOODS_2,WI_3,2011-11-07T00:00:00.000Z,11,EidAlAdha,2011,500,4.024583339691162
FOODS_2,TX_2,2014-04-20T00:00:00.000Z,4,Easter,2014,374,3.896011233999488
FOODS_2,CA_3,2014-05-05T00:00:00.000Z,5,Cinco De Mayo,2014,815,3.9876901314292157
FOODS_2,TX_1,2013-03-26T00:00:00.000Z,3,,2013,218,4.007311484461925
FOODS_2,TX_2,2013-03-26T00:00:00.000Z,3,,2013,314,3.9854369024628573
FOODS_2,TX_1,2013-04-04T00:00:00.000Z,4,,2013,304,3.9948196813708448
FOODS_2,WI_2,2013-04-10T00:00:00.000Z,4,,2013,706,4.121188121266885
FOODS_2,CA_3,2013-04-14T00:00:00.000Z,4,,2013,728,4.032777775346843
FOODS_2,CA_2,2013-04-17T00:00:00.000Z,4,,2013,90,3.6907142996788025
FOODS_2,CA_3,2013-04-22T00:00:00.000Z,4,,2013,505,4.071209156824873
FOODS_2,TX_2,2013-04-24T00:00:00.000Z,4,,2013,233,3.9582539876302083
FOODS_2,WI_2,2013-04-25T00:00:00.000Z,4,,2013,254,4.115114760008015
FOODS_2,CA_3,2013-05-18T00:00:00.000Z,5,,2013,627,4.087870982769997
FOODS_2,CA_2,2013-05-21T00:00:00.000Z,5,,2013,126,3.7207954864610326
FOODS_2,WI_3,2013-05-24T00:00:00.000Z,5,,2013,231,4.155428591228667
FOODS_2,WI_2,2013-05-30T00:00:00.000Z,5,,2013,299,4.150000018483264
