dept_id,store_id,date,month,event_name_1,year,sales_sum,sell_price_avg
FOODS_3,CA_1,2013-06-16T00:00:00.000Z,6,Father's day,2013,2595,2.828545190816086
FOODS_3,CA_1,2015-05-25T00:00:00.000Z,5,MemorialDay,2015,2345,2.9190842586231756
FOODS_1,CA_1,2015-06-21T00:00:00.000Z,6,Father's day,2015,384,3.3379629673781217
FOODS_3,CA_1,2011-05-08T00:00:00.000Z,5,Mother's day,2011,1579,2.8038372236628866
FOODS_1,CA_1,2014-06-29T00:00:00.000Z,6,Ramadan starts,2014,307,3.224103761169146
FOODS_3,CA_1,2014-06-29T00:00:00.000Z,6,Ramadan starts,2014,2977,2.8618052084531103
FOODS_3,CA_1,2013-04-12T00:00:00.000Z,4,,2013,1951,2.840239246662534
FOODS_1,CA_1,2013-04-27T00:00:00.000Z,4,,2013,326,3.2816666460806325
FOODS_3,CA_1,2013-04-29T00:00:00.000Z,4,,2013,1942,2.823853367925062
FOODS_2,CA_1,2013-07-17T00:00:00.000Z,7,,2013,318,4.161293367858189
FOODS_1,CA_1,2013-07-25T00:00:00.000Z,7,,2013,346,3.2205499917268754
FOODS_3,CA_1,2013-08-25T00:00:00.000Z,8,,2013,4042,2.8246428733913316
FOODS_1,CA_1,2013-10-01T00:00:00.000Z,10,,2013,292,3.2441871829808053
FOODS_2,CA_1,2013-10-18T00:00:00.000Z,10,,2013,375,4.170217390386214
FOODS_3,CA_1,2013-10-20T00:00:00.000Z,10,,2013,3175,2.8346906632613793
FOODS_3,CA_1,2013-10-27T00:00:00.000Z,10,,2013,2923,2.8332662028160027
FOODS_3,CA_1,2013-10-30T00:00:00.000Z,10,,2013,1813,2.8332662028160027
FOODS_2,CA_1,2013-11-09T00:00:00.000Z,11,,2013,585,4.166532506883698
FOODS_2,CA_1,2013-11-30T00:00:00.000Z,11,,2013,330,4.165417956124887
FOODS_3,CA_1,2013-12-06T00:00:00.000Z,12,,2013,2298,2.8257532439366986
FOODS_2,CA_1,2013-12-10T00:00:00.000Z,12,,2013,356,4.164845678541395
FOODS_3,CA_1,2013-12-13T00:00:00.000Z,12,,2013,1965,2.8255667301426657
FOODS_3,CA_1,2014-01-11T00:00:00.000Z,1,,2014,3029,2.834551835573521
FOODS_2,CA_1,2014-01-16T00:00:00.000Z,1,,2014,392,4.148689025058979
FOODS_2,CA_1,2014-02-07T00:00:00.000Z,2,,2014,460,4.138871949983806
FOODS_2,CA_1,2014-04-01T00:00:00.000Z,4,,2014,442,4.141424414723418
FOODS_3,CA_1,2015-05-19T00:00:00.000Z,5,,2015,1617,2.919145308698781
FOODS_2,CA_1,2015-05-21T00:00:00.000Z,5,,2015,378,4.22060914526736
FOODS_2,CA_1,2015-06-05T00:00:00.000Z,6,,2015,480,4.224517774612165
FOODS_3,CA_1,2015-07-27T00:00:00.000Z,7,,2015,2273,2.922097570194704
FOODS_1,CA_1,2015-07-28T00:00:00.000Z,7,,2015,259,3.3158796297179327
FOODS_1,CA_1,2015-08-12T00:00:00.000Z,8,,2015,330,3.3158796297179327
FOODS_1,CA_1,2015-08-15T00:00:00.000Z,8,,2015,365,3.3158796297179327
FOODS_2,CA_1,2015-08-21T00:00:00.000Z,8,,2015,456,4.233629440746936
FOODS_2,CA_1,2015-08-30T00:00:00.000Z,8,,2015,650,4.232512689332672
FOODS_2,CA_1,2015-09-20T00:00:00.000Z,9,,2015,706,4.2393908608080775
FOODS_3,CA_1,2015-10-06T00:00:00.000Z,10,,2015,1908,2.9261266845261424
FOODS_2,CA_1,2015-10-25T00:00:00.000Z,10,,2015,639,4.238686863671649
FOODS_2,CA_1,2015-11-19T00:00:00.000Z,11,,2015,375,4.2294191861092445
FOODS_1,CA_1,2015-11-22T00:00:00.000Z,11,,2015,283,3.31629629653913
FOODS_2,CA_1,2015-11-27T00:00:00.000Z,11,,2015,220,4.2294191861092445
FOODS_2,CA_1,2015-12-31T00:00:00.000Z,12,,2015,501,4.239974867608679
