dept_id,store_id,date,month,event_name_1,year,sales_sum,sell_price_avg
FOODS_2,WI_3,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,673,4.218994967751766
FOODS_2,CA_2,2016-05-08T00:00:00.000Z,5,Mother's day,2016,629,4.220904516664581
FOODS_2,TX_3,2016-05-08T00:00:00.000Z,5,Mother's day,2016,421,4.1303768773474285
FOODS_3,CA_1,2016-04-27T00:00:00.000Z,4,,2016,1787,2.9256379082889485
FOODS_2,CA_3,2016-04-28T00:00:00.000Z,4,,2016,452,4.213718584883752
FOODS_1,CA_1,2016-04-29T00:00:00.000Z,4,,2016,387,3.330462955214359
FOODS_2,CA_3,2016-04-29T00:00:00.000Z,4,,2016,624,4.213718584883752
FOODS_1,CA_4,2016-05-03T00:00:00.000Z,5,,2016,251,3.330462955214359
FOODS_3,CA_2,2016-05-06T00:00:00.000Z,5,,2016,1935,2.917594165243616
FOODS_1,CA_4,2016-05-07T00:00:00.000Z,5,,2016,341,3.330462955214359
FOODS_2,CA_2,2016-05-10T00:00:00.000Z,5,,2016,490,4.220904516664581
FOODS_3,CA_2,2016-05-11T00:00:00.000Z,5,,2016,1681,2.9195990253371136
FOODS_1,WI_2,2016-05-12T00:00:00.000Z,5,,2016,434,3.5187962979630187
FOODS_2,CA_1,2016-05-13T00:00:00.000Z,5,,2016,545,4.227386930330315
FOODS_3,TX_2,2016-05-13T00:00:00.000Z,5,,2016,2193,2.908821383629216
FOODS_3,CA_2,2016-05-14T00:00:00.000Z,5,,2016,2723,2.92114216105544
FOODS_2,CA_2,2016-05-15T00:00:00.000Z,5,,2016,881,4.229849241336986
FOODS_2,TX_3,2016-05-19T00:00:00.000Z,5,,2016,378,4.141909541047398
FOODS_3,WI_2,2016-05-20T00:00:00.000Z,5,,2016,2090,2.914191980842831
FOODS_2,TX_2,2016-05-21T00:00:00.000Z,5,,2016,491,4.143643209532876
FOODS_2,CA_3,2016-05-22T00:00:00.000Z,5,,2016,845,4.232160797520499
FOODS_1,TX_1,2016-05-22T00:00:00.000Z,5,,2016,398,3.4106481434018523
FOODS_1,TX_2,2016-05-01T00:00:00.000Z,5,OrthodoxEaster,2016,331,3.4104629583932735
FOODS_1,CA_3,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,453,3.330462955214359
FOODS_2,CA_1,2016-04-25T00:00:00.000Z,4,,2016,458,4.227562810158609
FOODS_3,TX_1,2016-04-25T00:00:00.000Z,4,,2016,1506,2.9087606306354155
FOODS_1,TX_2,2016-04-25T00:00:00.000Z,4,,2016,216,3.4104629583932735
FOODS_3,WI_3,2016-04-27T00:00:00.000Z,4,,2016,1516,2.91337788534121
FOODS_3,WI_2,2016-05-03T00:00:00.000Z,5,,2016,2768,2.909611177763122
FOODS_2,WI_3,2016-05-13T00:00:00.000Z,5,,2016,595,4.219095470168483
FOODS_2,CA_4,2016-05-17T00:00:00.000Z,5,,2016,382,4.227135674288524
FOODS_2,TX_3,2016-05-21T00:00:00.000Z,5,,2016,511,4.141909541047398
FOODS_3,CA_2,2016-04-30T00:00:00.000Z,4,Pesach End,2016,2733,2.917594165243616
FOODS_3,TX_2,2016-05-01T00:00:00.000Z,5,OrthodoxEaster,2016,2401,2.907496961035097
FOODS_2,WI_3,2016-05-01T00:00:00.000Z,5,OrthodoxEaster,2016,604,4.218994967751766
FOODS_1,WI_2,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,458,3.5187962979630187
FOODS_1,TX_2,2016-05-08T00:00:00.000Z,5,Mother's day,2016,363,3.4104629583932735
FOODS_1,WI_1,2016-04-25T00:00:00.000Z,4,,2016,243,3.5187962979630187
FOODS_3,TX_1,2016-04-26T00:00:00.000Z,4,,2016,1312,2.9087606306354155
FOODS_3,TX_2,2016-04-28T00:00:00.000Z,4,,2016,1573,2.908481165386492
FOODS_2,WI_2,2016-04-29T00:00:00.000Z,4,,2016,912,4.2170351688286765
FOODS_3,CA_2,2016-05-02T00:00:00.000Z,5,,2016,1895,2.917594165243616
FOODS_3,WI_1,2016-05-02T00:00:00.000Z,5,,2016,1494,2.910243012635705
FOODS_2,WI_3,2016-05-03T00:00:00.000Z,5,,2016,692,4.218994967751766
FOODS_3,TX_3,2016-05-07T00:00:00.000Z,5,,2016,2325,2.9119805565436585
FOODS_2,WI_3,2016-05-09T00:00:00.000Z,5,,2016,803,4.219095470168483
FOODS_1,CA_1,2016-05-10T00:00:00.000Z,5,,2016,326,3.330462955214359
FOODS_2,CA_1,2016-05-10T00:00:00.000Z,5,,2016,627,4.227386930330315
FOODS_1,TX_1,2016-05-10T00:00:00.000Z,5,,2016,252,3.4104629583932735
FOODS_1,TX_1,2016-05-13T00:00:00.000Z,5,,2016,239,3.4104629583932735
FOODS_3,CA_1,2016-05-14T00:00:00.000Z,5,,2016,3000,2.9269258792026656
FOODS_3,CA_4,2016-05-15T00:00:00.000Z,5,,2016,1424,2.927800726774686
FOODS_2,TX_1,2016-05-16T00:00:00.000Z,5,,2016,368,4.142160797388709
FOODS_2,TX_2,2016-05-20T00:00:00.000Z,5,,2016,356,4.143366827886907
FOODS_2,WI_1,2016-05-20T00:00:00.000Z,5,,2016,501,4.217763812547952
FOODS_1,WI_1,2016-05-21T00:00:00.000Z,5,,2016,378,3.5198611128661366
FOODS_2,WI_2,2016-05-21T00:00:00.000Z,5,,2016,850,4.2166331591618125
FOODS_2,TX_2,2016-05-01T00:00:00.000Z,5,OrthodoxEaster,2016,507,4.137160797551949
FOODS_3,CA_4,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,1002,2.924131224685567
FOODS_1,TX_3,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,359,3.4104629583932735
FOODS_3,TX_3,2016-05-05T00:00:00.000Z,5,Cinco De Mayo,2016,1736,2.9085176163154993
FOODS_3,TX_3,2016-05-08T00:00:00.000Z,5,Mother's day,2016,2036,2.9119805565436585
FOODS_2,WI_3,2016-05-08T00:00:00.000Z,5,Mother's day,2016,645,4.219095470168483
FOODS_2,WI_1,2016-04-27T00:00:00.000Z,4,,2016,479,4.218165822214817
FOODS_1,WI_3,2016-05-02T00:00:00.000Z,5,,2016,304,3.5187962979630187
FOODS_2,CA_2,2016-05-06T00:00:00.000Z,5,,2016,556,4.219798988882621
FOODS_1,WI_3,2016-05-06T00:00:00.000Z,5,,2016,336,3.5187962979630187
FOODS_1,CA_3,2016-05-09T00:00:00.000Z,5,,2016,514,3.330462955214359
FOODS_3,TX_2,2016-05-11T00:00:00.000Z,5,,2016,1946,2.908821383629216
FOODS_2,TX_3,2016-05-13T00:00:00.000Z,5,,2016,500,4.1303768773474285
FOODS_1,TX_2,2016-05-16T00:00:00.000Z,5,,2016,239,3.4104629583932735
FOODS_3,CA_4,2016-05-17T00:00:00.000Z,5,,2016,1200,2.927800726774686
FOODS_3,TX_3,2016-05-17T00:00:00.000Z,5,,2016,1738,2.909829889294009
FOODS_1,WI_2,2016-05-17T00:00:00.000Z,5,,2016,386,3.5189814829715975
FOODS_1,CA_4,2016-05-18T00:00:00.000Z,5,,2016,244,3.3306481402229378
FOODS_1,TX_3,2016-04-30T00:00:00.000Z,4,Pesach End,2016,355,3.4104629583932735
FOODS_2,WI_3,2016-04-30T00:00:00.000Z,4,Pesach End,2016,557,4.218994967751766
FOODS_3,TX_1,2016-05-08T00:00:00.000Z,5,Mother's day,2016,1494,2.9083232064148636
FOODS_3,TX_2,2016-05-08T00:00:00.000Z,5,Mother's day,2016,1937,2.908821383629216
FOODS_2,WI_1,2016-04-26T00:00:00.000Z,4,,2016,472,4.218165822214817
FOODS_1,WI_1,2016-04-28T00:00:00.000Z,4,,2016,313,3.5187962979630187
FOODS_1,CA_1,2016-05-04T00:00:00.000Z,5,,2016,272,3.330462955214359
FOODS_3,TX_1,2016-05-04T00:00:00.000Z,5,,2016,1292,2.9065613596001922
FOODS_3,TX_1,2016-05-07T00:00:00.000Z,5,,2016,1963,2.9083232064148636
FOODS_1,WI_1,2016-05-09T00:00:00.000Z,5,,2016,305,3.5187962979630187
FOODS_2,TX_1,2016-05-10T00:00:00.000Z,5,,2016,361,4.143643209532876
FOODS_3,WI_1,2016-05-10T00:00:00.000Z,5,,2016,1416,2.91283110497499
FOODS_2,CA_3,2016-05-11T00:00:00.000Z,5,,2016,712,4.229648234706429
FOODS_2,CA_4,2016-05-11T00:00:00.000Z,5,,2016,358,4.227638186372105
FOODS_3,CA_4,2016-05-11T00:00:00.000Z,5,,2016,1081,2.9245929499298224
FOODS_3,TX_1,2016-05-11T00:00:00.000Z,5,,2016,1600,2.9083232064148636
FOODS_2,CA_4,2016-05-13T00:00:00.000Z,5,,2016,335,4.227638186372105
FOODS_3,WI_1,2016-05-13T00:00:00.000Z,5,,2016,1699,2.91283110497499
FOODS_2,CA_2,2016-05-14T00:00:00.000Z,5,,2016,621,4.229849241336986
FOODS_1,CA_3,2016-05-14T00:00:00.000Z,5,,2016,497,3.3311573989965297
FOODS_2,TX_2,2016-05-17T00:00:00.000Z,5,,2016,439,4.143366827886907
FOODS_3,CA_2,2016-05-18T00:00:00.000Z,5,,2016,1773,2.92114216105544
FOODS_3,TX_3,2016-04-30T00:00:00.000Z,4,Pesach End,2016,1819,2.9085176163154993
FOODS_1,WI_1,2016-04-30T00:00:00.000Z,4,Pesach End,2016,513,3.5187962979630187
FOODS_3,CA_2,2016-04-25T00:00:00.000Z,4,,2016,1771,2.9188456841872354
FOODS_1,CA_1,2016-04-26T00:00:00.000Z,4,,2016,259,3.330462955214359
FOODS_1,CA_3,2016-04-26T00:00:00.000Z,4,,2016,330,3.3283333254081233
FOODS_2,CA_3,2016-04-27T00:00:00.000Z,4,,2016,530,4.213718584883752
FOODS_1,WI_3,2016-04-27T00:00:00.000Z,4,,2016,213,3.5187962979630187
FOODS_2,CA_3,2016-05-02T00:00:00.000Z,5,,2016,741,4.227286425517432
FOODS_3,TX_3,2016-05-02T00:00:00.000Z,5,,2016,1719,2.9085176163154993
FOODS_2,CA_2,2016-05-04T00:00:00.000Z,5,,2016,557,4.219798988882621
FOODS_1,CA_3,2016-05-04T00:00:00.000Z,5,,2016,577,3.330462955214359
FOODS_2,TX_3,2016-05-04T00:00:00.000Z,5,,2016,345,4.131934666304133
FOODS_3,TX_2,2016-05-09T00:00:00.000Z,5,,2016,2044,2.908821383629216
FOODS_1,CA_4,2016-05-11T00:00:00.000Z,5,,2016,253,3.330462955214359
FOODS_3,TX_1,2016-05-16T00:00:00.000Z,5,,2016,1564,2.8944835962675612
FOODS_3,TX_2,2016-05-16T00:00:00.000Z,5,,2016,2082,2.907764276496405
FOODS_1,WI_3,2016-05-17T00:00:00.000Z,5,,2016,279,3.5189814829715975
FOODS_3,WI_1,2016-05-18T00:00:00.000Z,5,,2016,1481,2.9138517621655655
FOODS_3,WI_2,2016-05-18T00:00:00.000Z,5,,2016,1811,2.914191980842831
FOODS_3,TX_1,2016-05-19T00:00:00.000Z,5,,2016,1294,2.8944835962675612
FOODS_3,TX_3,2016-05-19T00:00:00.000Z,5,,2016,1472,2.909829889294009
FOODS_2,WI_3,2016-05-19T00:00:00.000Z,5,,2016,431,4.218844214126692
FOODS_1,CA_2,2016-05-20T00:00:00.000Z,5,,2016,584,3.3306481402229378
FOODS_2,CA_2,2016-05-22T00:00:00.000Z,5,,2016,835,4.232361804151056
FOODS_3,CA_1,2016-04-30T00:00:00.000Z,4,Pesach End,2016,2842,2.924471443652527
FOODS_3,CA_3,2016-05-01T00:00:00.000Z,5,OrthodoxEaster,2016,3359,2.914386388960035
FOODS_2,CA_1,2016-05-08T00:00:00.000Z,5,Mother's day,2016,539,4.227386930330315
FOODS_3,CA_3,2016-05-08T00:00:00.000Z,5,Mother's day,2016,3001,2.9157472634518276
FOODS_3,TX_3,2016-04-26T00:00:00.000Z,4,,2016,1684,2.901300119863029
FOODS_2,TX_1,2016-04-27T00:00:00.000Z,4,,2016,256,4.134723611063694
FOODS_2,WI_2,2016-04-28T00:00:00.000Z,4,,2016,724,4.2170351688286765
FOODS_2,WI_3,2016-04-29T00:00:00.000Z,4,,2016,400,4.218994967751766
FOODS_1,TX_1,2016-05-04T00:00:00.000Z,5,,2016,248,3.4104629583932735
FOODS_3,WI_3,2016-05-04T00:00:00.000Z,5,,2016,1752,2.9126366944678064
FOODS_2,WI_1,2016-05-06T00:00:00.000Z,5,,2016,610,4.218165822214817
FOODS_3,WI_1,2016-05-07T00:00:00.000Z,5,,2016,2376,2.91283110497499
FOODS_2,WI_1,2016-05-09T00:00:00.000Z,5,,2016,783,4.218266324631533
FOODS_3,WI_2,2016-05-09T00:00:00.000Z,5,,2016,3388,2.912685296804908
FOODS_1,WI_2,2016-05-10T00:00:00.000Z,5,,2016,452,3.5187962979630187
FOODS_3,CA_3,2016-05-11T00:00:00.000Z,5,,2016,2582,2.9157472634518276
FOODS_3,CA_4,2016-05-12T00:00:00.000Z,5,,2016,1147,2.9245929499298224
FOODS_1,TX_2,2016-05-12T00:00:00.000Z,5,,2016,315,3.4104629583932735
FOODS_2,WI_3,2016-05-12T00:00:00.000Z,5,,2016,647,4.219095470168483
FOODS_1,TX_2,2016-05-15T00:00:00.000Z,5,,2016,367,3.4104629583932735
FOODS_3,WI_2,2016-05-15T00:00:00.000Z,5,,2016,3593,2.914191980842831
FOODS_1,WI_2,2016-05-18T00:00:00.000Z,5,,2016,394,3.5189814829715975
